-180	0.0000	0.0141
-170	0.3456	0.0566
-160	0.6390	0.1789
-150	0.6154	0.3662
-140	0.6014	0.5959
-130	0.5550	0.8400
-120	0.4650	1.0691
-110	0.3340	1.2552
-100	0.1733	1.3758
-90	0.0000	1.4160
-80	-0.1733	1.3758
-70	-0.3340	1.2552
-60	-0.4650	1.0691
-50	-0.5550	0.8400
-40	-0.6014	0.5959
-30	-0.6154	0.3662
-20	-0.6390	0.1789
-16	-0.6719	0.1161
-15.75	-0.6888	0.1079
-15.5	-0.7464	0.0933
-15.25	-0.9180	0.0705
-15	-0.9390	0.0661
-14.75	-0.9553	0.0621
-14.5	-0.9675	0.0584
-14.25	-0.9756	0.0550
-14	-0.9780	0.0519
-13.75	-0.9744	0.0491
-13.5	-0.9666	0.0468
-13.25	-0.9590	0.0447
-13	-0.9474	0.0429
-12.75	-0.9360	0.0411
-12.5	-0.9251	0.0395
-12.25	-0.9135	0.0378
-12	-0.9034	0.0364
-11.75	-0.8934	0.0350
-11.5	-0.8599	0.0334
-11.25	-0.8368	0.0323
-11	-0.8171	0.0313
-10.75	-0.7996	0.0304
-10.5	-0.7946	0.0298
-10.25	-0.7770	0.0290
-10	-0.7396	0.0279
-9.75	-0.7021	0.0268
-9.5	-0.6677	0.0255
-9.25	-0.6336	0.0244
-9	-0.6099	0.0231
-8.75	-0.5929	0.0221
-8.5	-0.5873	0.0211
-8.25	-0.5853	0.0202
-8	-0.5858	0.0194
-7.75	-0.5871	0.0185
-7.5	-0.5859	0.0175
-7.25	-0.5854	0.0163
-7	-0.5852	0.0150
-6.75	-0.5752	0.0143
-6.5	-0.5530	0.0143
-6.25	-0.5286	0.0145
-6	-0.5034	0.0146
-5.75	-0.4774	0.0148
-5.5	-0.4512	0.0150
-5.25	-0.4252	0.0152
-5	-0.3974	0.0155
-4.75	-0.3706	0.0157
-4.5	-0.3428	0.0159
-4.25	-0.3159	0.0161
-4	-0.2881	0.0165
-3.75	-0.2604	0.0167
-3.5	-0.2327	0.0170
-3.25	-0.2063	0.0168
-3	-0.1782	0.0167
-2.75	-0.1502	0.0167
-2.5	-0.1227	0.0167
-2.25	-0.0950	0.0165
-2	-0.0669	0.0163
-1.75	-0.0396	0.0163
-1.5	-0.0119	0.0163
-1.25	0.0164	0.0163
-1	0.0452	0.0162
-0.75	0.0728	0.0161
-0.5	0.1002	0.0161
-0.25	0.1283	0.0161
0	0.1570	0.0161
0.25	0.1860	0.0161
0.5	0.2131	0.0162
0.75	0.2403	0.0162
1	0.2682	0.0163
1.25	0.2970	0.0164
1.5	0.3266	0.0164
1.75	0.3524	0.0166
2	0.3788	0.0167
2.25	0.4066	0.0168
2.5	0.4359	0.0168
2.75	0.4649	0.0169
3	0.4890	0.0172
3.25	0.5152	0.0174
3.5	0.5432	0.0175
3.75	0.5711	0.0176
4	0.6005	0.0177
4.25	0.6238	0.0180
4.5	0.6496	0.0180
4.75	0.6811	0.0177
5	0.7054	0.0176
5.25	0.7346	0.0172
5.5	0.7598	0.0172
5.75	0.7870	0.0169
6	0.8120	0.0168
6.25	0.8398	0.0165
6.5	0.8611	0.0163
6.75	0.8869	0.0161
7	0.9088	0.0159
7.25	0.9297	0.0158
7.5	0.9474	0.0157
7.75	0.9653	0.0157
8	0.9785	0.0157
8.25	0.9850	0.0158
8.5	0.9780	0.0164
8.75	0.9619	0.0172
9	0.9558	0.0188
9.25	0.9530	0.0209
9.5	0.9498	0.0231
9.75	0.9478	0.0253
10	0.9479	0.0273
10.25	0.9494	0.0294
10.5	0.9506	0.0314
10.75	0.9579	0.0331
11	0.9632	0.0349
11.25	0.9707	0.0366
11.5	0.9783	0.0383
11.75	0.9883	0.0398
12	0.9974	0.0414
12.25	1.0097	0.0428
12.5	1.0220	0.0442
12.75	1.0375	0.0454
13	1.0502	0.0469
13.25	1.0636	0.0483
13.5	1.0799	0.0495
13.75	1.1018	0.0505
14	1.1148	0.0522
14.25	1.1297	0.0537
14.5	1.1442	0.0554
14.75	1.1613	0.0568
15	1.1925	0.0581
15.25	1.1919	0.0608
15.5	1.1915	0.0637
15.75	1.1900	0.0669
16	1.1883	0.0702
16.25	1.1845	0.0738
16.5	1.1783	0.0777
16.75	1.1687	0.0822
17	1.1547	0.0875
17.25	1.1378	0.0933
17.5	1.1141	0.1003
17.75	1.0838	0.1089
18	1.0467	0.1192
18.25	1.0035	0.1318
18.5	0.9534	0.1476
18.75	0.9256	0.1597
20	0.9129	0.1789
30	0.8791	0.3662
40	0.8591	0.5959
50	0.7929	0.8400
60	0.6643	1.0691
70	0.4772	1.2552
80	0.2476	1.3758
90	0.0000	1.4160
100	-0.1733	1.3758
110	-0.3340	1.2552
120	-0.4650	1.0691
130	-0.5550	0.8400
140	-0.6014	0.5959
150	-0.6154	0.3662
160	-0.6390	0.1789
170	-0.3456	0.0566
180	0.0000	0.0141
